Audio-Visual Aids and Kindergarten Pupils' Attention Span: Towards A Teacher's Guide on the Use of Technology,69
Story Comprehension of Kindergarten Pupils Using Interactive Storytellling Strategies: Basis for a Mini-learning Plan for Teachers,70
Parental Involvement and Kindergarten Learners' Speaking Ability: Basis for a Seminar on Awareness and Developing Parenting Practices,71
The Effectiveness of Memes in Encouraging Participation in Science Class,72
Performance in a Science Retention Skill after Participating in a Traditional Game and in E-Game,73
Performance in a Science Test of Lecture-Taught and Flipped Class-Taught: Towards Improved Instruction ,74
K to 12 technical-Vocational-Livelihood Track and Job Oppurtunities,75
The Implications of Fake News to the Attitudes of Grade 8 Students: Basis for a Proposed Information Campaign Towards Social Responsibility on Using Social Media,76
Levels of Pornography Exposure among Teenagers ,77
"Impact of Laboratory Facilities to Learning and Teaching of Science, An Evaluation of Substitute Activities",78
"A Five Year Financial Plan for Integrated Waste Management, Incorporated ",79
A Strategic Financial Plan (San Miguel Brewery Inc) ,80
Five Year Financial Plan for New Ping Ping Lechon and Restaurant Inc. ,81
A Strategic Financial Plan (South Asialink Finance Corporation) ,82
A Five Year Financial Plan of Ace Promotions and Marketing Corporation ,83
A Five Year Financial Plan of Mc Philips Food Industries Inc. ,84
A Five Year Financial Plan of Tondo Foreshore Market Vendors Development Cooperative ,85
"A Five Year Financial Plan for Manila Bay Spinning Mills, Inc. ",86
A Five Year Financial Plan for Northcom Security and Investigation Agency Inc. ,87
A Five Year Financial Plan for Ohana Trading Corporation ,88
A Five Year Financial Plan for Worldwide Service Provider Cooperative,89
A Five Year Financial Plan for Phil-Nippon Kyoei Corporation,90
A Five Year Financial Plan for Agno Metal Trade,91
A Five Year Financial Plan of Alpa Plumbing Works Inc. ,92
"A Five Year Financial Plan for Emerson Network Power, Inc. ",93
A Five Year Financial Plan of Paco Soriano Pandacan Development Cooperative,94
Five Year Financial Plan of Ark Travel Express Inc. ,95
A Five Year Financial Plan for Everfirst Loans Corporation,96
A Five Year Financial Plan for Triple Excellence Marketing Services Inc. ,97
A Five Year FInancial Plan for Manila Hotel Corporation ,98
A Five Year Financial Plan of SteelAsia Manufacturing Corporation,99
A Five Year Financial Plan for Roxas Food Ventures Inc. ,100
Feasibility Study: Employees Provident Fund,101
"A Five Year Financial Plan for Red Ribbon Bakeshop, Inc. ",102
"Five Year Financial Plan of The Caramel Pearl, Inc. ",103
Five Year Financial Plan: Lead Core Technology Systems Inc. ,104
A Five Year Financial Plan for The Electric Group (Phil.) Corporation,105
A Strategic Financial Plan: SFA Semcon Philippines Corporation,106
A Five Year Financial Plan of Fastrust Services Inc. ,107
A Five Year Financial Plan for HB Lumbang Electric and Industrial Corporation ,108
A Strategic Financial Plan: PLDT Inc. ,109
Five Year Financial Plan of Aprisa Business Process Solutions Inc. ,110
Enhancing the Skills in Solving Word Problem of Grade Nine Students Through Programmed Instruction and Mathematics Dictionary,111
Enhancing the Level of Participation of Grade 9 Students in Algebra Using Brain-Based Learning Strategies,112
Implementing Class Preparation Assignments for Enhancing the Participation of Learners in First Period Subject Mathematics,113
Vocabulary Enrichment Towards Higher Level of Understanding of Mathematical Concept of Grade 7 Students,114
Game-Based Learning and Self-Reflection Assessment: Helping Grade 8 Students Cope with Mathematical Anxiety,115
Increasing the Level of Motivation in Mathematics Activities Through reward System,116
Real-Life Scenario Application and Mathematics Appreciation of Grade 8 Students,117
Enhancement of Learning Retention in Mathematics of Grade 9 Students: Traditional and Experiential Learning Methods,118
Using Collaborative Activities in Enhancing Students' Ability in Soilving Word Problems,119
Improvement of the Pre-requisite Skills in Polynomials Using Review and Remedial Class,120
Enhancing the Skills of Grade 7 Students in Performing Fundamental Operations on Integers through Bridge System and Story Problem Technique,121
Perception on Marital Conflict as a Motivation on Academic Performance,122
Emotional Intelligence as Correlates to Coping Strategies on Academic Adjustment among First Year College Students,123
Filipino Male Body Image: Factors Influencing Satisfaction and Drives of College Students from a Manila Local University Towards an Ideal Body,124
The Resilience and Coping Mechanisms Used on a Heterosexual Romantic Relationship Dissolution by Undergraduate Students of Pamantasan ng Lungsod ng Maynila,125
Substance Abuse and Resiliency among Troubled Youth,126
Sleep Deprivation as Correlates to Psychological Well-being of Selected College Students,127
Grit and Optimism as Predictors of Psychological Well-being,128
Personality Traits as Correlates to Decision-Making Among Student Leaders: Basis for Leadership Training Program,129
The Role of Family Structure on College Students' Life,130
Demographic Profile and Gratitude among Individuals with religious Involvement,131
Online Gaming and peer Social Interactions: Implications of defense of The Ancients (DOTA 2) and League of Legends (LoL) to Gamers Studying at Pamantasan ng Lungsod ng Maynila,132
The Correlation of Lte-Night Screen Time to Depression among Filipino College Students in a Selected Local State University,133
Demographic Profile nad Level of Resilience as Correlates to Coping Strategies of Parents of Children with Special Needs: Basis for Parental Adaptability Program,134
Coping Strategies of Student Leaders for the S.Y. 2018-2019 of Pamantasan ng Lungsod ng Maynila,135
Coping and Self-Efficacy of Filipino Young Adults Who Grew Up in a Single Parenting Household,136
An Exploration of the Psychological Well-Being of Adolescents Living at a Home Care Center,137
The Difference between the Social Networking  Sites Usage and Self-Esteem of Female and Male BS Psychology Students,138
Self-Concept Among Male Adolescents with Absentee Fathers: Basis for Strengthening Support Systems,139
Using Social Proof Signs to Affect the Littering Behavior of Students Using Gazebos in a Local Manila University,140
Street harassment as correlates to Psychological distress among selected female high school students,141
Playing Musical Instruments as Correlates to psychological Well-being,142
A Correlational Study on Paternal Love Language and Resilience among Graduating Students of Pamantasan ng Lungsod ng Maynila,143
Perceived Acceptance Across Significance Relationships of Alcohol Consumers Among Graduating College Students,144
Perceived Parenting Style and Life Satisfaction Among Selected Filipino Adolescents,145
Inventory of the Insects Found in Arroceros Forest Park (Manila City) and Town & Country Southville Subdivision (Biñan City),146
"An Inventory of Insects in Intramuros, Manila",147
"Prevalence of Trypanosoma evansi Infection in Cattle from Naic and Dasmariñas, Cavite",148
"Inventory of Macrofungi in Mt. Malindig, Brgy. Sihi, Buenavista, Marinduque",149
Bioaccumulating Capacity of Pakong-tubig (Ceratopteris thalictroides) Exposed to Different Concentrations of Cu (II),150
In vitro Antocogulant Potential of Citrus maxima (Burm.) Merr. 'Suha' Leaf Crude Extract Using Prothrombin Time Assay,151
In Vitro Study of Anthelmintic Potential of Bayag-usa (Voacanga globosa) Leaf Extract against Dog Hookworm (Ancylostoma caninum),152
"Survey of Plants Used by the Itawis in Traditional Health Care Practices in Basi, Solana, cagayan with notes on Lethality Activity Using Brine-Shrimp (Artemia salina) Bioassay",153
"Inventory of Gastropods in Brgy. Union, Libertad, Antique",154
Effect of Varioud Concentrations of Iron Oxide (Fe?O?) on the Phagocytic Activity of Hemocyte and Histological Changes on Hepatopancreas and Gill Tissues of Macrobrachium rosenbergii (Giant Freshwater Prawn) Post larvae,155
"Identification of Gram-Negative Bacteria in Philippine-Cupped Oysters (Crassostrea iredalei) From Selected Seafood Port Stations of Parañaque, Las Piñas and Cavite City",156
Antifungal Potential of Tungkod-pare (Cordyline fruticosa) Crude Leaf Extract on Fusarium solani,157
Antagonistic Potential of Enterococcus faecalis on Citrobacter freundii in vitro,158
"Microbial Analysis of Groundwater in Brgy. Molino 2, Bacoor, Cavite",159
"Identification and Distribution of Mangrove Trees in Barangay Taliptip, Bulakan, Bulacan",160
"Antimicrobial Potential of Amazon Lily (Eucharis amazonica) Methanolic Crude Extract Against Staphylococcus aureus, Escherichia coli and Candida albicans",161
Germination of Selected Seeds Passing the Gut of Malayan Box Turtle (Cuora amboinensis) with notes on Endozoochory,162
"Detection of Gastrointestinal Coccidia in Domestic Pigs and Cows Obtained from a Slaughterhouse in Vitas, Tondo, Manila City",163
Effects of Motor Oil Contamination on th Growth and Development of Lettuce (Lactuca sativa),164
Formulation of Tissue Culture Medium Using White Oyster Mushroom (Pleurotus florida) In Vitro,165
"Prevalence of Trypanosoma evansi Infection in Cattle (Bos taurus) from tagaytay and Silang, Cavite using Blood Smear Technique",166
"Inventory of Epiphytes on the Walls of Intramuros, Manila",167
"Antimicrobial Potential of Malakmalak (Palaquium philippense) Crude Leaf Extract on Pseudomonas aeruginosa, Staphylococcus aureus and Candida albicans",168
"Antimicrobial Potential of Methanolic  Crude Leaf Extract of Clerodendrum macrostegium (Kasopangil-na-Puti) on Staphylococcus aureus, Pseudomonas aeruginosa and Candida albicans",169
Inventory and Carbon Stock Assessment of Trees in the Riverbanks of Marikina City,170
"Inventory of Basidiomycetes in Mount Dibudalan in Barangay Zabali, Baler, Aurora with notes on other Macrofungi",171
Inventory of Volant Mammals in Selected Districts of Manila,172
Hypoglycemic Potential of Crude Extract of Talinum paniculatum (Jacq.) Gaertn Leaves in Alloxan-induced Diabetic Mice (Mus musculus),173
"Inventory of Gastropods in Romblom, Romblon Island, Philippines",174
Social Media use as Correlates to Procrastination among College Students ,175
Rape Myth Acceptance as Correlates to the Attitude towards Rape Victim of First Year Psychology Students at Pamantasan ng Lungsod ng Maynila,176
Psychological Effects of Owning a Dog among FIlipino Adults,177
Perceptions on Self-Regulated Learning of PLM Medica Students: A Qualitative Study,178
The Coming Out Stories of the LGBT Students in Pamantasan ng Lungsod ng Maynila,179
Humor as Correlates to Stress Among Selected College Students: Basis for a Guidance Intervention Program,180
Family Structure on Locus of Control,181
The Correlation of Spirituality and Resilience Among Freshmen Undergraduate Students of Pamantasan ng Lungsod ng Maynila ,182
Intelligence as Correlates to Depression among College Students: A Basis for Behavioral Management Program,183
Anxiety as Correlates to Emotional Intelligence among First Year BS Entrepreneurship Students of PLM,184
Mental Health in an Emerging Country: Perception towards Mental Health Among Adults of Metro Manila,185
Perceived Acceptance and Sense of Belonging Among LGBTQ College Students of Pamantasan ng Lungsod ng Maynila ,186
Silip sa Nakasarang Pinto ni Dyoker: A Phenomenological Study on Filipino Stand-Up Comedians,187
Sexual Orientation and Gender Identity and Expression in the Societal and Familial Contexts: The Lived Experiences of Filipino Gay Sexual Minorities in Adulthood,188
Bullying as predictors of Depression ,189
Dating Infidelity: The Arising Dilemma of Unfaithfulness in the Modern Time ,190
Relationship between Self-Handicapping Anxiety among First Year Psychology Students of Pamantasan ng Lungsod ng Maynila ,191
Work Motivation as Correlates to Professional Quality of Life Among Mental Health Nurses in Various Mental Institutions around Metro Manila ,192
Demographic Profile and Perceived Gender Discrimination as Correlates to Employee Performance: Basis for Gender Sensitivity Training Program ,193
Sa totoo lang friend; The Benefits of Being Candid ,194
Music Preference of Selected 4th Year Students in Pamantasan ng Lungsod ng Maynila as Correlates to Optimism ,195
The Attitudes toward Self-Esteem and the Perceptions of Resiliency among Female Prostitutes within the City of Manila ,196
The Relationship Between Body Dissatisfaction and Self-Esteem Among Female First Year College Students,197
Unveiling the Conventional and Whatnots: Premarital Sexual Permissiveness from the Perspectives of Filipinos Categorized in Generations X and Z at Pamantasan ng Lungsod ng Maynila ,198
An Animal with a Human Heart: Effects of Having an Emotional Support Animal in the Lives of People with Anxiety and Deppression,199
The Correlation Between Pet Attachment Style and Pet Bereavement Among the 4th Year College Students of Pamantasan ng Lungsod ng Maynila ,200
The Effect of Social Approval Gained through Facebook to the Self-Esteem of Adolescents,201
Relationship Between the Adversity Quotient and Psychological Well-being of Psychology Students of Pamantasan ng Lungsod ng Maynila ,202
Histological Analysis of Milkfish (Chanos chanos) Liver from Selected Areas of Laguna Lake with notes on Lead and Manganese Concentrations and Hepatosomatic Index,203
Species Richness of Vascular Epiphytes in the Neotropical Region,204
"Potential Medicinal Uses of Purple heart (Tradescantia pallida), San Francisco (Codiaeum variegatum) and Talisay (Terminalia catappa) - A Review",205
Analysis of Copepod Species in Selected Countries in Southeast Asia,206
Analysis of Cytotoxic Activities of Select Plant Extracts against A549 - Lung Adenocarcinoma Cell Line,207
"Antibacterial Properties of Cacao (Theobroma cacao), Lead Tree (Leucaena leucocephala_ and Tibig (Ficus nota) extracts against Salmonella typhimurium: A Review",208
Anti-Angiogenic Activity of Katmon (Dillenia philippinensis Rolfe) Leaf Crude Extract using Chick CAM Assay,209
Antihyperglycemic Potential of Crude Extract of Bruguiera gymnorrhiza (Large leaf orange mangrove) on Alloxan-induced Mus musculus (White Mice),210
"Inventory of the Herpetofauna in Bulan, Sorsogon",211
Identification of Enteric bacteria in Selected Viands Sold in a University in Manila,212
"Prevalence of Trypanosoma evansi in Cattle (Bos taurus) from Maragondon and magallanes, Cavute through Blood Smear Technique",213
Antifungal Potential of Anuang (Kyllinga monocephala Rottb.) against Truchophyton rubrum,214
Carbon Stock Assessment and Inventory of Trees in Three Selected Areas of Rizal park,215
"An Inventory of Arachnida in Intramuros, Manila",216
Effect of Water Lettuce (Pistia stratiotes) Vermicompost on the Growth of Tomato (Solanum lycopersicum),217
Radioprotective Potential of Leaf Extract of Sapinit (Rubus rosifolius) On the Sperm Count and Sperm Morphology of y-Irradiated Mice (Mus musculus),218
Ethnomedicinal Plants and Healthcare Practices among kankana-eys of Mountain Province with Notes on Cytotoxicity of the Most Commonly Used Plant Species,219
"Ethnomedicinal Practices by the Hanunoo Tribe in Barangay Benli, Bulalacao, Oriental Mindoro With Notes on the Lethal Activity of Three Selected Plant Species",220
Anti-angiogenic Potential of Dog's Tongue (Pseudelephantopus spicatus (Juss.) Rohr.) Plant Extract in Chick Chorioallantoic membrane,221
"Survey of Marine Gastropods in Rizal, Gubat, Sorsogon with Notes on Other Freshwater Species in the Area",222
Relationship between Body Image and Level of Self-Esteem Among Selected Female Adolescents of a Local University,223
The Academic Self-Efficacy Among Students Who Took The K-12 Curriculum and The Revised Basic Education Curriculum,224
Relationship of Parenting Styles and Self-Esteem Among Selected Senior High School Students ,225
Self-Concept of Grade 10 Students with OFW Parents as Compared to Students with Non-OFW Parents in De La Salle Araneta University ,226
Attitudes as Correlates to the Support of Heterosexuals towards LGBT in the Philippines ,227
Emotional States as Correlates to Self-Esteem among Deaf in Philippine School for the Deaf,228
Experience of Bully Victimization and Resilience Among First Year College Students of PLM ,229
JOLLICS Compiler,230
Mobizilla Compiler ,231
An Enhancement of Text-Based CAPTCHA ALgorithm Using Splitting and Rotating Applied in Web Security ,232
Shortstraw Algorithm Applied in Draw-a-Person Test Using Android Mobile Application,233
An Enhancement of ROCK Clustering Algorithm Applied in a Recommender System ,234
Social Media Compiler,235
Rook Compiler,236
PCxD Compiler,237
Olympiad Compiler,238
C:\Drive Compiler,239
Manor House Compiler,240
HuMac Compiler,241
MillenialCS Compiler,242
MTG Compiler,243
BWorm Compiler,244
UFC ++ Compiler,245
An Enhancement of Levenshtein Algorithm Applied in Spell Checker System ,246
Mobile Application for Hospital Tracking Using A* Algorithm,247
An Enhancement of Double Metaphone Algorithm Applied in Spell-Checker and Corrector for Filipino Language,248
Enhancement of Term Frequency-Inverse Document Frequency (TF-IDF) Appplied in Automatic Keyword Generation for Blogging System,249
An Enhancement of Seam Carving Algorithm in Effective Image Resizing,250
Adaptive E-Learning Web Application Using State-Action-Reward-State-Action (SARSA) Algorithm for English Subject of Students in Secondary Education ,251
Further Enhancement of Jump Point Search Algorithm Applied in Pathfinding in a Cave Explorer,252
A Further Enhancement of the Simple Naive Algorithm Applied In-Text Summarizer,253
An Enhancement of the Structure of Burrows-Wheeler Compression Algorithm Applied in Text Encryption,254
Online Grocery System Using Apriori Algorithm Applied in Identifying Associated Brands for Data Analysis ,255
A Further Enhancement of Porter 2 Stemming Algorithm Applied in the Catalog of PLM Library,256
An Enhancement of the Hill Climb Algorithm Applied in a Tour Planner Application ,257
An Enhancement of Reverse Encyption Algorithm (REA) Applied in Database Encryption and Decryption for Inventory Management System ,258
A Mobile Application Using Matrix Factorization Algorithm for Travel Itenerary Recommendation,259
Jflate Algorithm: A Combination of JBIG2 and Deflate Aplplied in PDF File Compression,260
An Enhancement of Random Forest Algorithm Applied in Credit Card Fraud Detection System ,261
Plagiarism Detection Application Using Enhanced Rabin-Karp Algorithm,262
An Enhancement of Passpoint Algorithm Applied in Picture Password Application Using Android Smartphone,263
An Enhancement of JPEG Algorithm Applied in Image Compression,264
An Enhancement of Linear Congruential Generator Applied in Bingo Card Generation and Number Calling,265
An Enhancement of HPA* Pathfinding Algorithm Applied on Nightmares ,266
An Enhancement of Barcode Localization Algorithm Applied on Camera-Based Barcode Reader,267
An Enhancement of IDA* Search Algorithm Applied in Path Finding of a Maze-Related Game Named The Labyrinth,268
A Further Enhancement of OCR's Two-Pass Image Labeling Algorithm Used for Converting Scanned Text Documents into an Editable and Searchable Data ,269
An Enhancement of Backpropagation Algorithm Applied to Intelligent Personal Assistant Development Platform,270
An Enhancement of Procedural Dungeon Generation used in Pixel Dungeon,271
A Further Enhancement of Paul Graham's Bayesian Algorithm Applied in Spam Filtering,272
An Enhancement of A* Path-Finding Algorithm Applied in Maze Solver,273
A Further Enhancement of the Steganography Algorithm to Hide Secret Message Inside an Image,274
A Further Enhancement of Boyer-Moore Algorithm Applied in Braille Translation ,275
An Enhancement of Secure Hash Algorithm-1 Applied in LinkedIn to Secure Users; Passwords,276
ZNER-ECNIV: An Enhancement of Inverse-Indexing Algorithm Applied on Information Retrieval,277
An Enhancement of Eigenface Algorithm Applied in Missing People Tracer,278
Enhancement of Perceptual Hashing Algorithm Applied on Insight Application,279
An Enhancement of Stroke Width Transform Algorithm Applied in Text Detection in Images,280
Radioprotective Potential of Leea manillensis syn. guineensis (Abang-abang) Leaf Extract on gamma-irradiated Human Blood Lymphocytes in vitro,281
Hypolipidemic and Weight Reducing Potential of the Fruit Pulp Extract of Tiesa (puteria campechiana) in High-carbohydrate Cafeteria Diet-fed Mice (Mus musculus),282
Production of Biological Stains from Hylocerus polyrizhus (Dragon Fruit) and beta vulgaris (Red Beet) Ethanolic Extracts for Ancylostoma caninum Filariform Larvae,283
Anti-angiogenic Potential of Coat Buttons (Trida procumbens) Leaf Crude Extract using CAM Assay,284
"Histological Effects of Heavy Metal on Selected Organs of Decapterus macarellus (Galunggong) Found in Baseco Market, Tondo, Manila",285
Hyperuricemia Inhibition and Nephroprotective Potential of Zamboangenita (Asytasia gangetica) Leaf Extract in white mice (Mus musculus),286
"Antimicrobial Potential of Shaggy Mane (Coprinus comatus) Crude Extract on Bacillus cereus, pseudomonas aeruginosa and Candida albicans",287
Re-emergence of Disease-Causing Bacteria: Bordetella pertussis and Corynebacterium diphtheria,288
Anti-hyperglycemic Potential of Doña Aurora (Mussaenda philippica A. Rich.) Sepal Extract on Alloxan-Induced Mice,289
Anti-hyperglycemic Potential of Orange Bracket (Pycnoporus sanguineus) Crude Extract on the Alloxan-Induced Mice,290
Repellent Effect of Peppermint (Mentha piperita) Against Chtonobdella meyeri Leeches in Mt. Makiling,291
Detection of Microbial Contaminants in Counterfiet Cosmetics Sold in Manila,292
Bacterial Analysis of Selected Sandwich Spreads Sold in a Local Market in Manila,293
Limnoterrestrial Tardigrade Diversity: A Review and Metanalysis,294
Perception of ITHM Students on the Work Conditions on the Tourism and Hospitality Industry,295
Commitment of Tourism and Non-Tourism Graduates in Pursuing Career in Tourism Industry,296
"Perceived Human Impacts of La Mesa Ecopark to the Residents of Lagro Subdivision in Terms of Peace, Pollution, Physical Improvements and Privacy",297
Effectiveness of Corregidor as a Dark Tourism destination,298
The Influence of Travel Blogs on Travel Planning,299
The Influence of Social Media in Air Travel Decision-Making Process of the Youth,300
Assessment on Cedarhills Garden Center as a Model for Agri-Tourism Site in Urban Areas in the Philippines,301
Service Quality of No-Frills Domestic Carriers Based on the In-flight Experinces of Passengers,302
Contribution of the Footwear Industry on the Local Tourism of Marikina City,303
An Assessment of Tourist Satisfaction in Minalungao National Park,304
The Evaluation of Vigan City's Tourism Webpage by the Senior Tourism Students of Pamantasan ng Lungsod ng Maynila and Information Technology Professionals,305
The Economical Impact of Tourism among the Working Force of Balite Falls,306
"Travel Agencies in Malate, Manila: Extrinsic Challenges and Changes",307
The Utilization of Travel Information Through Electronic Word-of_mouth Communication of Tourists Visiting Intramuros,308
The Perceived and Preferred Teaching Styles of B.S. Accountancy Students of Pamantasan ng Lungsod ng Maynila for A.Y. 2016-2017,309
"Academic Self-Efficacy, Study Habits and Motivation of Board Takers: Its Correlation to their CPALE Performance",310
"Finance, Human and Technology: An Evaluation for Leveraging",311
Correlation of the Board Subjects Between the Academic Grades and CPA Licensure Examination Rating of the Pamantasan ng Lungsod ng Maynila Board Takers,312
Correlation Between Fourth-Year PLM BSA Students' Financial Knowledge and Their Behavioral Tendencies Toward Spending and Savings,313
Perception of Pamantasan ng Lungsod ng Maynila Accountancy Students on Accounting Profession,314
A study on the Compliance of Jeepney Operators of Tayuman- Pritil Route to the 3% Common Carriers Tax Imposed by the Bureau of Internal Revenue,315
"A Project Feasibility Study on Broiler Contract Growing Business in Brgy. Catandala, Batangas City, Batangas",316
An Assessment of Career Preference of the Millenial Bachelor of Science in Accountancy 4th Year Students of Pamantasan ng Lungsod ng Maynila,317
Analysis of Soft Skills and Attributes for Entry-level Career Success,318
The Perception of the Fourth Year Bachelor of Science in Accountancy of Pamantasan ng Lungsod ng maynila of the Academic Year 2015-2016 on having On-The-Job Training and Thesis in One Semester and the Outcome on their Academic Performance,319
The Perception of the Computer-Accounting Skills of Pamantasan ng Lungsod ng Maynila B.S. Accountancy Graduates in Relation to their Employability in Companies in Intramuros,320
